                 Decay                   Y(i)      E(i)     Delta(i)
Nuclide  T1/2    Mode       Auger Line  (/nt)      (MeV)    Gy kg/nt
--------------------------------------------------------------------
                            Auger KXY  6.34E-06  1.229E-02  1.25E-20
                            CK LLX     2.24E-04  9.427E-05  3.39E-21
                            Auger LMM  1.14E-03  1.237E-03  2.27E-19
                            Auger LMX  5.38E-05  1.315E-03  1.13E-20
                            Auger LXY  9.45E-07  1.442E-03  2.18E-22
                            CK MMX     1.32E-03  5.455E-05  1.15E-20
                            Auger MNN  3.57E-03  3.251E-05  1.86E-20
                                                      Total 8.73E-19
As-77   38.83 h B+          Auger KLL  5.06E-04  9.627E-03  7.81E-19
                            Auger KLX  1.49E-04  1.096E-02  2.62E-19
                            Auger KXY  1.12E-05  1.229E-02  2.21E-20
                            CK LLX     3.92E-04  9.363E-05  5.88E-21
                            Auger LMM  2.09E-03  1.237E-03  4.15E-19
                            Auger LMX  9.83E-05  1.315E-03  2.07E-20
                            Auger LXY  1.73E-06  1.442E-03  3.99E-22
                            CK MMX     2.41E-03  5.453E-05  2.10E-20
                            Auger MNN  6.52E-03  3.251E-05  3.40E-20
                                                      Total 1.56E-18
Se-72   8.4 d EC            Auger KLL  4.26E-01  9.066E-03  6.19E-16
                            Auger KLX  1.21E-01  1.030E-02  2.00E-16
                            Auger KXY  8.95E-03  1.154E-02  1.65E-17
                            CK LLX     3.26E-01  9.858E-05  5.14E-18
                            Auger LMM  1.65E+00  1.156E-03  3.06E-16
                            Auger LMX  5.85E-02  1.223E-03  1.15E-17
                            Auger LXY  7.43E-04  1.338E-03  1.59E-19
                            CK MMX     1.97E+00  5.246E-05  1.66E-17
                            Auger MNN  5.35E+00  2.233E-05  1.91E-17
                                                      Total 1.19E-15
Se-73   7.15 h EC B-        Auger KLL  1.66E-01  9.066E-03  2.41E-16
                            Auger KLX  4.71E-02  1.030E-02  7.77E-17
                            Auger KXY  3.48E-03  1.154E-02  6.43E-18
                            CK LLX     1.26E-01  9.854E-05  1.99E-18
                            Auger LMM  6.40E-01  1.156E-03  1.19E-16
                            Auger LMX  2.27E-02  1.223E-03  4.44E-18
                            Auger LXY  2.88E-04  1.338E-03  6.17E-20
                            CK MMX     7.63E-01  5.246E-05  6.41E-18
                            Auger MNN  2.07E+00  2.233E-05  7.41E-18
                                                      Total 4.64E-16
Se-73m  39.8 m EC B- IT     Auger KLL  4.32E-02  9.627E-03  6.66E-17
                            Auger KLX  1.27E-02  1.096E-02  2.24E-17
                            Auger KXY  9.57E-04  1.229E-02  1.88E-18
                            CK LLX     4.35E-02  7.308E-05  5.09E-19
                            Auger LMM  6.29E-01  1.235E-03  1.24E-16
                            Auger LMX  2.90E-02  1.309E-03  6.07E-18
                            Auger LXY  5.02E-04  1.433E-03  1.15E-19
                            CK MMX     6.98E-01  5.415E-05  6.05E-18
                            Auger MNN  1.89E+00  3.250E-05  9.83E-18
                            Auger KLL  2.41E-02  9.066E-03  3.51E-17
                            Auger KLX  6.85E-03  1.030E-02  1.13E-17
                            Auger KXY  5.07E-04  1.154E-02  9.37E-19
                            CK LLX     1.85E-02  9.862E-05  2.92E-19
                            Auger LMM  9.32E-02  1.156E-03  1.73E-17
                            Auger LMX  3.30E-03  1.223E-03  6.48E-19
                            Auger LXY  4.20E-05  1.338E-03  9.00E-21
                            CK MMX     1.11E-01  5.246E-05  9.35E-19
                            Auger MNN  3.02E-01  2.233E-05  1.08E-18
                                                      Total 3.05E-16
Se-75   119.779 d EC        Auger KLL  3.32E-01  9.066E-03  4.82E-16
                            Auger KLX  9.43E-02  1.030E-02  1.56E-16
                            Auger KXY  6.97E-03  1.154E-02  1.29E-17
                            CK LLX     2.59E-01  9.873E-05  4.10E-18
                            Auger LMM  1.29E+00  1.157E-03  2.39E-16
                            Auger LMX  4.58E-02  1.223E-03  8.98E-18
                            Auger LXY  5.82E-04  1.338E-03  1.25E-19
                            CK MMX     1.54E+00  5.246E-05  1.30E-17
                            Auger MNN  4.19E+00  2.233E-05  1.50E-17
                                                      Total 9.31E-16
Se-77m  17.36 s IT          Auger KLL  1.23E-01  9.627E-03  1.90E-16
                            Auger KLX  3.63E-02  1.096E-02  6.37E-17
                            Auger KXY  2.73E-03  1.229E-02  5.37E-18
                            CK LLX     9.50E-02  9.336E-05  1.42E-18
                            Auger LMM  5.17E-01  1.237E-03  1.02E-16
                            Auger LMX  2.42E-02  1.315E-03  5.11E-18
                            Auger LXY  4.26E-04  1.441E-03  9.83E-20
                            CK MMX     5.94E-01  5.452E-05  5.18E-18
                            Auger MNN  1.61E+00  3.251E-05  8.38E-18
                                                      Total 3.82E-16
Br-75   96.7 m EC B-        Auger KLL  7.74E-02  9.627E-03  1.19E-16
                            Auger KLX  2.28E-02  1.096E-02  4.01E-17
                            Auger KXY  1.72E-03  1.229E-02  3.38E-18
                            CK LLX     9.54E-02  9.704E-05  1.48E-18
                            Auger LMM  3.52E-01  1.239E-03  6.98E-17
                            Auger LMX  1.67E-02  1.320E-03  3.53E-18
                            Auger LXY  2.96E-04  1.448E-03  6.87E-20
                            CK MMX     4.22E-01  5.481E-05  3.70E-18
                            Auger MNN  1.13E+00  3.253E-05  5.90E-18
                                                      Total 2.47E-16
Br-76   16.2 h EC B-        Auger KLL  1.25E-01  9.627E-03  1.92E-16
                            Auger KLX  3.68E-02  1.096E-02  6.46E-17
                            Auger KXY  2.76E-03  1.229E-02  5.44E-18
                            CK LLX     1.02E-01  9.467E-05  1.55E-18
                            Auger LMM  5.02E-01  1.237E-03  9.95E-17
                            Auger LMX  2.36E-02  1.316E-03  4.98E-18
                            Auger LXY  4.16E-04  1.443E-03  9.61E-20
                            CK MMX     5.83E-01  5.459E-05  5.10E-18
                            Auger MNN  1.57E+00  3.251E-05  8.20E-18
                                                      Total 3.82E-16
Br-77   57.036 h EC B-      Auger KLL  2.78E-01  9.627E-03  4.29E-16
                            Auger KLX  8.21E-02  1.096E-02  1.44E-16
                            Auger KXY  6.17E-03  1.229E-02  1.21E-17
                            CK LLX     2.29E-01  9.469E-05  3.48E-18
                            Auger LMM  1.12E+00  1.237E-03  2.22E-16
                            Auger LMX  5.28E-02  1.316E-03  1.11E-17
                            Auger LXY  9.29E-04  1.443E-03  2.15E-19
                            CK MMX     1.30E+00  5.460E-05  1.14E-17
                            Auger MNN  3.52E+00  3.251E-05  1.83E-17
                                                      Total 8.53E-16
Br-77m  4.28 m IT           Auger KLL  1.95E-01  1.020E-02  3.18E-16
                            Auger KLX  5.96E-02  1.164E-02  1.11E-16
                            Auger KXY  4.57E-03  1.307E-02  9.57E-18
                            CK LLX     1.59E-01  8.853E-05  2.26E-18
                            Auger LMM  9.07E-01  1.321E-03  1.92E-16
                            Auger LMX  5.37E-02  1.411E-03  1.21E-17
                            Auger LXY  1.23E-03  1.552E-03  3.05E-19
                            CK MMX     1.04E+00  5.762E-05  9.61E-18
                            Auger MNN  2.70E+00  4.384E-05  1.90E-17
                                                      Total 6.74E-16
Br-80   17.68 m EC B- B+    Auger KLL  2.93E-05  1.080E-02  5.07E-20
                            Auger KLX  9.30E-06  1.234E-02  1.84E-20
                            Auger KXY  7.29E-07  1.388E-02  1.62E-21
                            CK LLX     2.62E-05  9.941E-05  4.17E-22
                            Auger LMM  1.28E-04  1.407E-03  2.87E-20
                            Auger LMX  9.21E-06  1.512E-03  2.23E-21
                            Auger LXY  2.64E-07  1.671E-03  7.07E-23
                            CK MMX     1.43E-04  6.551E-05  1.50E-21
                            Auger MNN  3.64E-04  5.627E-05  3.28E-21
                            Auger KLL  1.68E-02  9.627E-03  2.60E-17
                            Auger KLX  4.96E-03  1.096E-02  8.71E-18
                            Auger KXY  3.73E-04  1.229E-02  7.35E-19
                            CK LLX     1.38E-02  9.467E-05  2.09E-19
                            Auger LMM  6.77E-02  1.237E-03  1.34E-17
                            Auger LMX  3.19E-03  1.316E-03  6.72E-19
                            Auger LXY  5.61E-05  1.443E-03  1.30E-20
                            CK MMX     7.86E-02  5.459E-05  6.88E-19
                            Auger MNN  2.12E-01  3.251E-05  1.11E-18
                                                      Total 5.16E-17
Br-80m  4.4205 h IT         Auger KLL  3.66E-01  1.020E-02  5.99E-16
                            Auger KLX  1.12E-01  1.164E-02  2.09E-16
                            Auger KXY  8.60E-03  1.307E-02  1.80E-17
                            CK LLX     3.46E-01  9.103E-05  5.05E-18
                            Auger LMM  1.67E+00  1.321E-03  3.54E-16
                            Auger LMX  9.93E-02  1.411E-03  2.24E-17
                            Auger LXY  2.27E-03  1.554E-03  5.65E-19
                            CK MMX     1.95E+00  5.771E-05  1.80E-17
                            Auger MNN  5.04E+00  4.386E-05  3.54E-17
                                                      Total 1.26E-15
Br-82   35.3 h B+           Auger KLL  1.16E-03  1.080E-02  2.00E-18
                            Auger KLX  3.67E-04  1.234E-02  7.26E-19
                            Auger KXY  2.88E-05  1.388E-02  6.40E-20
                            CK LLX     1.03E-03  9.941E-05  1.64E-20
                            Auger LMM  5.03E-03  1.407E-03  1.13E-18
                            Auger LMX  3.64E-04  1.512E-03  8.81E-20
                            Auger LXY  1.04E-05  1.671E-03  2.79E-21
                            CK MMX     5.64E-03  6.551E-05  5.92E-20
                            Auger MNN  1.44E-02  5.627E-05  1.29E-19
                                                      Total 4.22E-18
Kr-77   74.4 m EC B-        Auger KLL  6.90E-02  1.020E-02  1.13E-16
                            Auger KLX  2.11E-02  1.164E-02  3.94E-17
                            Auger KXY  1.62E-03  1.307E-02  3.39E-18
                            CK LLX     5.94E-02  9.003E-05  8.56E-19
                            Auger LMM  3.06E-01  1.321E-03  6.46E-17
                            Auger LMX  1.81E-02  1.411E-03  4.09E-18
                            Auger LXY  4.14E-04  1.553E-03  1.03E-19
                            CK MMX     3.54E-01  5.768E-05  3.27E-18
                            Auger MNN  9.16E-01  4.385E-05  6.44E-18
                                                      Total 2.35E-16
Kr-79   35.04 h EC B-       Auger KLL  2.39E-01  1.020E-02  3.91E-16
                            Auger KLX  7.32E-02  1.164E-02  1.36E-16
                            Auger KXY  5.62E-03  1.307E-02  1.18E-17
                            CK LLX     2.09E-01  9.084E-05  3.05E-18
                            Auger LMM  1.00E+00  1.321E-03  2.12E-16
                            Auger LMX  5.96E-02  1.412E-03  1.35E-17
                            Auger LXY  1.36E-03  1.554E-03  3.40E-19
                            CK MMX     1.17E+00  5.773E-05  1.08E-17
                            Auger MNN  3.03E+00  4.386E-05  2.13E-17
                                                      Total 8.01E-16
Kr-81   229000 y EC         Auger KLL  2.45E-01  1.020E-02  4.01E-16
                            Auger KLX  7.51E-02  1.164E-02  1.40E-16
                            Auger KXY  5.76E-03  1.307E-02  1.21E-17
                            CK LLX     2.31E-01  9.137E-05  3.38E-18
                            Auger LMM  1.06E+00  1.321E-03  2.24E-16
                            Auger LMX  6.29E-02  1.412E-03  1.42E-17
                            Auger LXY  1.44E-03  1.555E-03  3.59E-19
                            CK MMX     1.24E+00  5.776E-05  1.15E-17
                            Auger MNN  3.21E+00  4.387E-05  2.25E-17
                                                      Total 8.29E-16
